frame,face_id,timestamp,confidence,success,gaze_0_x,gaze_0_y,gaze_0_z,gaze_1_x,gaze_1_y,gaze_1_z,gaze_angle_x,gaze_angle_y,pose_Tx,pose_Ty,pose_Tz,pose_Rx,pose_Ry,pose_Rz,gold_code,timestamp_rounded,trial,phase,num_looks,condition
15590,0,520.153,0.02,0,0,0,0,0,0,0,0,0,-379.9,21.5,836.8,-1.919,-0.612,-2.098,NA,520.2,NA,NA,NA,NA
15591,0,520.186,0.02,0,0,0,0,0,0,0,0,0,-379.9,21.5,836.8,-1.919,-0.612,-2.098,NA,520.2,NA,NA,NA,NA
15592,0,520.22,0.02,0,0,0,0,0,0,0,0,0,-379.9,21.5,836.8,-1.919,-0.612,-2.098,NA,520.2,NA,NA,NA,NA
15593,0,520.253,0.02,0,0,0,0,0,0,0,0,0,-379.9,21.5,836.8,-1.919,-0.612,-2.098,NA,520.3,NA,NA,NA,NA
15594,0,520.286,0.02,0,0,0,0,0,0,0,0,0,-379.9,21.5,836.8,-1.919,-0.612,-2.098,NA,520.3,NA,NA,NA,NA
15595,0,520.32,0.02,0,0,0,0,0,0,0,0,0,-379.9,21.5,836.8,-1.919,-0.612,-2.098,NA,520.3,NA,NA,NA,NA
15596,0,520.353,0.02,0,0,0,0,0,0,0,0,0,-379.9,21.5,836.8,-1.919,-0.612,-2.098,NA,520.4,NA,NA,NA,NA
15597,0,520.387,0.02,0,0,0,0,0,0,0,0,0,-379.9,21.5,836.8,-1.919,-0.612,-2.098,NA,520.4,NA,NA,NA,NA
15598,0,520.42,0.88,1,-0.317911,-0.135142,-0.93844,-0.442846,-0.173809,-0.87959,-0.396,-0.168,252.5,127.9,1706.5,-0.274,0.511,0.311,NA,520.4,NA,NA,NA,NA
15599,0,520.453,0.85,1,-0.317911,-0.135142,-0.93844,-0.442846,-0.173809,-0.87959,-0.396,-0.168,252.5,127.9,1706.5,-0.274,0.511,0.311,NA,520.5,NA,NA,NA,NA
15600,0,520.487,0.82,1,-0.317911,-0.135142,-0.93844,-0.442846,-0.173809,-0.87959,-0.396,-0.168,252.5,127.9,1706.5,-0.274,0.511,0.311,NA,520.5,NA,NA,NA,NA
15601,0,520.52,0.88,1,-0.145337,-0.153026,-0.977476,-0.292173,-0.193111,-0.936666,-0.225,-0.179,238.3,135.3,1636.1,-0.26,0.275,0.25,NA,520.5,NA,NA,NA,NA
15602,0,520.553,0.88,1,-0.197931,-0.094953,-0.975606,-0.344532,-0.13828,-0.928535,-0.278,-0.122,244.6,143.3,1682.2,-0.181,0.347,0.267,NA,520.6,NA,NA,NA,NA
15603,0,520.587,0.88,1,-0.320632,-0.03752,-0.94646,-0.454067,-0.082048,-0.887182,-0.4,-0.065,248.9,150.9,1713.6,-0.113,0.525,0.279,NA,520.6,NA,NA,NA,NA
15604,0,520.62,0.88,1,-0.320632,-0.03752,-0.94646,-0.454067,-0.082048,-0.887182,-0.4,-0.065,248.9,150.9,1713.6,-0.113,0.525,0.279,NA,520.6,NA,NA,NA,NA
15605,0,520.653,0.92,1,-0.320632,-0.03752,-0.94646,-0.454067,-0.082048,-0.887182,-0.4,-0.065,248.9,150.9,1713.6,-0.113,0.525,0.279,NA,520.7,NA,NA,NA,NA
15606,0,520.687,0.92,1,-0.320632,-0.03752,-0.94646,-0.454067,-0.082048,-0.887182,-0.4,-0.065,248.9,150.9,1713.6,-0.113,0.525,0.279,NA,520.7,NA,NA,NA,NA
15607,0,520.72,0.88,1,-0.320632,-0.03752,-0.94646,-0.454067,-0.082048,-0.887182,-0.4,-0.065,248.9,150.9,1713.6,-0.113,0.525,0.279,NA,520.7,NA,NA,NA,NA
15608,0,520.754,0.88,1,-0.320632,-0.03752,-0.94646,-0.454067,-0.082048,-0.887182,-0.4,-0.065,248.9,150.9,1713.6,-0.113,0.525,0.279,NA,520.8,NA,NA,NA,NA
15609,0,520.787,0.85,1,-0.320632,-0.03752,-0.94646,-0.454067,-0.082048,-0.887182,-0.4,-0.065,248.9,150.9,1713.6,-0.113,0.525,0.279,no_look,520.8,NA,NA,NA,NA
15610,0,520.82,0.78,1,-0.320632,-0.03752,-0.94646,-0.454067,-0.082048,-0.887182,-0.4,-0.065,248.9,150.9,1713.6,-0.113,0.525,0.279,NA,520.8,NA,NA,NA,NA
15611,0,520.854,0.75,1,-0.320632,-0.03752,-0.94646,-0.454067,-0.082048,-0.887182,-0.4,-0.065,248.9,150.9,1713.6,-0.113,0.525,0.279,NA,520.9,NA,NA,NA,NA
15612,0,520.887,0.75,1,-0.320632,-0.03752,-0.94646,-0.454067,-0.082048,-0.887182,-0.4,-0.065,248.9,150.9,1713.6,-0.113,0.525,0.279,NA,520.9,NA,NA,NA,NA
15613,0,520.92,0.88,1,-0.357,0.005763,-0.934087,-0.482976,-0.022863,-0.875335,-0.435,-0.009,239,135.5,1689.9,-0.041,0.594,0.137,NA,520.9,NA,NA,NA,NA
15614,0,520.954,0.98,1,-0.36502,-0.008416,-0.930962,-0.491276,-0.040912,-0.870042,-0.444,-0.027,237.5,138.1,1709.5,-0.062,0.602,0.183,NA,521,NA,NA,NA,NA
15615,0,520.987,0.88,1,-0.36502,-0.008416,-0.930962,-0.491276,-0.040912,-0.870042,-0.444,-0.027,237.5,138.1,1709.5,-0.062,0.602,0.183,NA,521,NA,NA,NA,NA
15616,0,521.021,0.85,1,-0.36502,-0.008416,-0.930962,-0.491276,-0.040912,-0.870042,-0.444,-0.027,237.5,138.1,1709.5,-0.062,0.602,0.183,NA,521,NA,NA,NA,NA
15617,0,521.054,0.75,1,-0.36502,-0.008416,-0.930962,-0.491276,-0.040912,-0.870042,-0.444,-0.027,237.5,138.1,1709.5,-0.062,0.602,0.183,NA,521.1,NA,NA,NA,NA
15618,0,521.087,0.75,1,-0.36502,-0.008416,-0.930962,-0.491276,-0.040912,-0.870042,-0.444,-0.027,237.5,138.1,1709.5,-0.062,0.602,0.183,NA,521.1,NA,NA,NA,NA
15619,0,521.121,0.75,1,-0.36502,-0.008416,-0.930962,-0.491276,-0.040912,-0.870042,-0.444,-0.027,237.5,138.1,1709.5,-0.062,0.602,0.183,NA,521.1,NA,NA,NA,NA
15620,0,521.154,0.75,1,-0.36502,-0.008416,-0.930962,-0.491276,-0.040912,-0.870042,-0.444,-0.027,237.5,138.1,1709.5,-0.062,0.602,0.183,NA,521.2,NA,NA,NA,NA
15621,0,521.187,0.98,1,-0.19997,0.019549,-0.979607,-0.344382,-0.002522,-0.938826,-0.276,0.009,232.1,136.6,1721.5,0.012,0.374,0.064,NA,521.2,NA,NA,NA,NA
15622,0,521.221,0.88,1,-0.19997,0.019549,-0.979607,-0.344382,-0.002522,-0.938826,-0.276,0.009,232.1,136.6,1721.5,0.012,0.374,0.064,NA,521.2,NA,NA,NA,NA
15623,0,521.254,0.88,1,-0.19997,0.019549,-0.979607,-0.344382,-0.002522,-0.938826,-0.276,0.009,232.1,136.6,1721.5,0.012,0.374,0.064,NA,521.3,NA,NA,NA,NA
15624,0,521.287,0.88,1,-0.19997,0.019549,-0.979607,-0.344382,-0.002522,-0.938826,-0.276,0.009,232.1,136.6,1721.5,0.012,0.374,0.064,NA,521.3,NA,NA,NA,NA
15625,0,521.321,0.85,1,-0.24802,-0.026573,-0.96839,-0.383429,-0.044788,-0.922484,-0.322,-0.038,248,137.4,1724.6,-0.061,0.435,0.067,NA,521.3,NA,NA,NA,NA
15626,0,521.354,0.78,1,-0.24802,-0.026573,-0.96839,-0.383429,-0.044788,-0.922484,-0.322,-0.038,248,137.4,1724.6,-0.061,0.435,0.067,NA,521.4,NA,NA,NA,NA
15627,0,521.388,0.75,1,-0.24802,-0.026573,-0.96839,-0.383429,-0.044788,-0.922484,-0.322,-0.038,248,137.4,1724.6,-0.061,0.435,0.067,NA,521.4,NA,NA,NA,NA
15628,0,521.421,0.75,1,-0.20626,7.72e-4,-0.978497,-0.347377,-0.024768,-0.937398,-0.281,-0.013,253.9,137.1,1740.9,-0.022,0.376,0.097,NA,521.4,NA,NA,NA,NA
15629,0,521.454,0.75,1,-0.20626,7.72e-4,-0.978497,-0.347377,-0.024768,-0.937398,-0.281,-0.013,253.9,137.1,1740.9,-0.022,0.376,0.097,NA,521.5,NA,NA,NA,NA
15630,0,521.488,0.75,1,-0.20626,7.72e-4,-0.978497,-0.347377,-0.024768,-0.937398,-0.281,-0.013,253.9,137.1,1740.9,-0.022,0.376,0.097,NA,521.5,NA,NA,NA,NA
15631,0,521.521,0.75,1,-0.20626,7.72e-4,-0.978497,-0.347377,-0.024768,-0.937398,-0.281,-0.013,253.9,137.1,1740.9,-0.022,0.376,0.097,NA,521.5,NA,NA,NA,NA
15632,0,521.554,0.75,1,-0.20626,7.72e-4,-0.978497,-0.347377,-0.024768,-0.937398,-0.281,-0.013,253.9,137.1,1740.9,-0.022,0.376,0.097,NA,521.6,NA,NA,NA,NA
15633,0,521.588,0.88,1,-0.07315,-0.147652,-0.986331,-0.218966,-0.187999,-0.95745,-0.149,-0.171,237.6,132.7,1600.5,-0.242,0.174,0.246,NA,521.6,NA,NA,NA,NA
15634,0,521.621,0.88,1,-0.076295,-0.097928,-0.992265,-0.222951,-0.143648,-0.964188,-0.152,-0.123,243.5,135,1636.7,-0.178,0.176,0.27,NA,521.6,NA,NA,NA,NA
15635,0,521.654,0.88,1,-0.07203,-0.084121,-0.993849,-0.218897,-0.131061,-0.966906,-0.147,-0.109,247.8,136.8,1658.7,-0.157,0.167,0.286,NA,521.7,NA,NA,NA,NA
15636,0,521.688,0.88,1,-0.07883,-0.078662,-0.99378,-0.224768,-0.127517,-0.966032,-0.154,-0.105,249.7,137.8,1667,-0.151,0.175,0.3,NA,521.7,NA,NA,NA,NA
15637,0,521.721,0.88,1,-0.08621,-0.085821,-0.992574,-0.229494,-0.135634,-0.963813,-0.16,-0.113,249.1,137.4,1654.9,-0.163,0.183,0.312,NA,521.7,NA,NA,NA,NA
15638,0,521.755,0.88,1,-0.077113,-0.092965,-0.992679,-0.220069,-0.143831,-0.964822,-0.151,-0.12,247.5,136.1,1643.1,-0.175,0.169,0.322,NA,521.8,NA,NA,NA,NA
15639,0,521.788,0.88,1,-0.094806,-0.10953,-0.989452,-0.233347,-0.160661,-0.959029,-0.167,-0.138,246.8,134.8,1635.6,-0.2,0.19,0.337,NA,521.8,NA,NA,NA,NA
15640,0,521.821,0.88,1,-0.122428,-0.108837,-0.986492,-0.261015,-0.160431,-0.95191,-0.195,-0.138,248.1,134.8,1643.8,-0.205,0.226,0.341,NA,521.8,NA,NA,NA,NA
15641,0,521.855,0.88,1,-0.127289,-0.097452,-0.987067,-0.266648,-0.150241,-0.952012,-0.2,-0.127,245.3,132.4,1628.9,-0.192,0.233,0.341,NA,521.9,NA,NA,NA,NA
15642,0,521.888,0.88,1,-0.131311,-0.092057,-0.987058,-0.271411,-0.143742,-0.951669,-0.205,-0.121,242.2,130.6,1619.5,-0.185,0.241,0.334,NA,521.9,NA,NA,NA,NA
15643,0,521.921,0.88,1,-0.151604,-0.080079,-0.985192,-0.291866,-0.130709,-0.947486,-0.226,-0.109,239.8,131.2,1616.1,-0.17,0.273,0.324,NA,521.9,NA,NA,NA,NA
15644,0,521.955,0.88,1,-0.154587,-0.052518,-0.986582,-0.297403,-0.104213,-0.949048,-0.229,-0.081,234.8,131.9,1595.6,-0.131,0.282,0.314,NA,522,NA,NA,NA,NA
15645,0,521.988,0.88,1,-0.163769,-0.018344,-0.986328,-0.308339,-0.071138,-0.948613,-0.239,-0.046,237,138.3,1621.5,-0.08,0.295,0.315,NA,522,NA,NA,NA,NA
15646,0,522.022,0.88,1,-0.189964,0.0068,-0.981767,-0.333171,-0.045981,-0.941745,-0.266,-0.02,239,145.1,1649.2,-0.041,0.334,0.306,NA,522,NA,NA,NA,NA
15647,0,522.055,0.88,1,-0.281268,0.034716,-0.959001,-0.415391,-0.016492,-0.909493,-0.357,0.01,239.7,149.1,1661.2,-0.005,0.472,0.283,NA,522.1,NA,NA,NA,NA
15648,0,522.088,0.88,1,-0.364647,0.036406,-0.930434,-0.488537,-0.009248,-0.872494,-0.442,0.015,244.3,154.8,1698.9,0.002,0.602,0.255,NA,522.1,NA,NA,NA,NA
15649,0,522.122,0.85,1,-0.364647,0.036406,-0.930434,-0.488537,-0.009248,-0.872494,-0.442,0.015,244.3,154.8,1698.9,0.002,0.602,0.255,NA,522.1,NA,NA,NA,NA
15650,0,522.155,0.75,1,-0.364647,0.036406,-0.930434,-0.488537,-0.009248,-0.872494,-0.442,0.015,244.3,154.8,1698.9,0.002,0.602,0.255,NA,522.2,NA,NA,NA,NA
15651,0,522.188,0.88,1,-0.185722,-0.024257,-0.982303,-0.327855,-0.058235,-0.942932,-0.261,-0.043,233.6,167.6,1670.4,-0.069,0.343,0.166,NA,522.2,NA,NA,NA,NA
15652,0,522.222,0.88,1,-0.291074,0.036021,-0.956022,-0.427031,-0.005454,-0.904221,-0.368,0.016,240.8,176.7,1741.9,0.014,0.498,0.192,NA,522.2,NA,NA,NA,NA
15653,0,522.255,0.88,1,-0.291074,0.036021,-0.956022,-0.427031,-0.005454,-0.904221,-0.368,0.016,240.8,176.7,1741.9,0.014,0.498,0.192,NA,522.3,NA,NA,NA,NA
15654,0,522.288,0.75,1,-0.291074,0.036021,-0.956022,-0.427031,-0.005454,-0.904221,-0.368,0.016,240.8,176.7,1741.9,0.014,0.498,0.192,NA,522.3,NA,NA,NA,NA
15655,0,522.322,0.02,0,0,0,0,0,0,0,0,0,240.8,176.7,1741.9,0.014,0.498,0.192,NA,522.3,NA,NA,NA,NA
15656,0,522.355,0.88,1,-0.390251,0.101726,-0.915071,-0.510727,0.068131,-0.857039,-0.47,0.096,252.3,201.7,1877,0.159,0.667,0.071,NA,522.4,NA,NA,NA,NA
15657,0,522.389,0.65,0,0,0,0,0,0,0,0,0,252.3,201.7,1877,0.159,0.667,0.071,NA,522.4,NA,NA,NA,NA
15658,0,522.422,0.82,1,-0.460028,0.106915,-0.881444,-0.567243,0.086048,-0.819043,-0.543,0.113,249.4,207.7,1865.7,0.203,0.789,-0.028,NA,522.4,NA,NA,NA,NA
15659,0,522.455,0.78,1,-0.460028,0.106915,-0.881444,-0.567243,0.086048,-0.819043,-0.543,0.113,249.4,207.7,1865.7,0.203,0.789,-0.028,NA,522.5,NA,NA,NA,NA
15660,0,522.489,0.85,1,-0.460028,0.106915,-0.881444,-0.567243,0.086048,-0.819043,-0.543,0.113,249.4,207.7,1865.7,0.203,0.789,-0.028,NA,522.5,NA,NA,NA,NA
15661,0,522.522,0.68,0,0,0,0,0,0,0,0,0,249.4,207.7,1865.7,0.203,0.789,-0.028,NA,522.5,NA,NA,NA,NA
15662,0,522.555,0.62,0,0,0,0,0,0,0,0,0,230.7,200.9,1775.8,0.1,0.79,-0.044,NA,522.6,NA,NA,NA,NA
15663,0,522.589,0.58,0,0,0,0,0,0,0,0,0,239.2,208.1,1850.4,0.026,0.821,-0.02,NA,522.6,NA,NA,NA,NA
15664,0,522.622,0.02,0,0,0,0,0,0,0,0,0,246.6,214.6,1907.9,0.087,0.817,-0.074,NA,522.6,NA,NA,NA,NA
15665,0,522.655,0.02,0,0,0,0,0,0,0,0,0,256.8,222.9,1982,0.124,0.775,-0.128,NA,522.7,NA,NA,NA,NA
15666,0,522.689,0.58,0,0,0,0,0,0,0,0,0,259,224.6,2007.9,0.105,0.764,-0.123,NA,522.7,NA,NA,NA,NA
15667,0,522.722,0.58,0,0,0,0,0,0,0,0,0,273,235.6,2116.1,0.124,0.734,-0.182,NA,522.7,NA,NA,NA,NA
15668,0,522.756,0,0,0,0,0,0,0,0,0,0,278.4,237.8,2148.1,0.162,0.697,-0.245,NA,522.8,NA,NA,NA,NA
15669,0,522.789,0,0,0,0,0,0,0,0,0,0,283,241.2,2188.5,0.215,0.694,-0.319,NA,522.8,NA,NA,NA,NA
15670,0,522.822,0,0,0,0,0,0,0,0,0,0,284,240.5,2190.4,0.3,0.676,-0.44,NA,522.8,NA,NA,NA,NA
15671,0,522.856,0.55,0,0,0,0,0,0,0,0,0,260.5,225,2028.3,0.292,0.691,-0.347,NA,522.9,NA,NA,NA,NA
15672,0,522.889,0.85,1,-0.377226,0.15845,-0.912466,-0.48656,0.182971,-0.854272,-0.455,0.191,264,227.5,2051.2,0.334,0.651,-0.448,NA,522.9,NA,NA,NA,NA
15673,0,522.922,0.85,1,-0.377226,0.15845,-0.912466,-0.48656,0.182971,-0.854272,-0.455,0.191,264,227.5,2051.2,0.334,0.651,-0.448,NA,522.9,NA,NA,NA,NA
15674,0,522.956,0.02,0,0,0,0,0,0,0,0,0,264,227.5,2051.2,0.334,0.651,-0.448,NA,523,NA,NA,NA,NA
15675,0,522.989,0.02,0,0,0,0,0,0,0,0,0,234.8,212.6,1869.6,0.416,0.655,-0.424,NA,523,NA,NA,NA,NA
15676,0,523.023,0.02,0,0,0,0,0,0,0,0,0,220.6,208.6,1790,0.308,0.738,-0.334,no_look,523,NA,NA,NA,NA
15677,0,523.056,0.68,0,0,0,0,0,0,0,0,0,208.1,205.2,1720.2,0.174,0.776,-0.292,NA,523.1,NA,NA,NA,NA
15678,0,523.089,0.02,0,0,0,0,0,0,0,0,0,204.9,202.1,1693.1,0.187,0.769,-0.319,NA,523.1,NA,NA,NA,NA
15679,0,523.123,0.72,0,0,0,0,0,0,0,0,0,206.1,206.1,1725.1,0.096,0.743,-0.28,NA,523.1,NA,NA,NA,NA
15680,0,523.156,0.62,0,0,0,0,0,0,0,0,0,206.4,207.3,1736.3,0.094,0.725,-0.257,NA,523.2,NA,NA,NA,NA
15681,0,523.189,0.68,0,0,0,0,0,0,0,0,0,203.7,206.8,1735.9,0.052,0.705,-0.191,NA,523.2,NA,NA,NA,NA
15682,0,523.223,0.65,0,0,0,0,0,0,0,0,0,206.6,211,1790.3,0.002,0.628,-0.079,NA,523.2,NA,NA,NA,NA
15683,0,523.256,0.88,1,-0.288928,-0.011552,-0.957281,-0.416865,-0.012638,-0.90888,-0.362,-0.013,220.1,223.9,1899.8,-0.009,0.51,-0.042,NA,523.3,NA,NA,NA,NA
15684,0,523.289,0.88,1,-0.288928,-0.011552,-0.957281,-0.416865,-0.012638,-0.90888,-0.362,-0.013,220.1,223.9,1899.8,-0.009,0.51,-0.042,NA,523.3,NA,NA,NA,NA
15685,0,523.323,0.88,1,-0.288928,-0.011552,-0.957281,-0.416865,-0.012638,-0.90888,-0.362,-0.013,220.1,223.9,1899.8,-0.009,0.51,-0.042,NA,523.3,NA,NA,NA,NA
15686,0,523.356,0.02,0,0,0,0,0,0,0,0,0,220.1,223.9,1899.8,-0.009,0.51,-0.042,NA,523.4,NA,NA,NA,NA
15687,0,523.39,0.88,1,-0.275316,0.010075,-0.961301,-0.405009,0.006645,-0.914288,-0.348,0.009,220.4,224.8,1889,0.029,0.492,-0.036,NA,523.4,NA,NA,NA,NA
15688,0,523.423,0.88,1,-0.275316,0.010075,-0.961301,-0.405009,0.006645,-0.914288,-0.348,0.009,220.4,224.8,1889,0.029,0.492,-0.036,NA,523.4,NA,NA,NA,NA
15689,0,523.456,0.65,0,0,0,0,0,0,0,0,0,220.4,224.8,1889,0.029,0.492,-0.036,NA,523.5,NA,NA,NA,NA
15690,0,523.49,0.88,1,-0.244849,-0.010473,-0.969505,-0.377918,-0.021328,-0.925593,-0.318,-0.017,233.2,235.7,2002.8,-0.008,0.443,0.021,NA,523.5,NA,NA,NA,NA
15691,0,523.523,0.88,1,-0.244849,-0.010473,-0.969505,-0.377918,-0.021328,-0.925593,-0.318,-0.017,233.2,235.7,2002.8,-0.008,0.443,0.021,NA,523.5,NA,NA,NA,NA
15692,0,523.556,0.88,1,-0.244849,-0.010473,-0.969505,-0.377918,-0.021328,-0.925593,-0.318,-0.017,233.2,235.7,2002.8,-0.008,0.443,0.021,NA,523.6,NA,NA,NA,NA
15693,0,523.59,0.88,1,-0.244849,-0.010473,-0.969505,-0.377918,-0.021328,-0.925593,-0.318,-0.017,233.2,235.7,2002.8,-0.008,0.443,0.021,NA,523.6,NA,NA,NA,NA
15694,0,523.623,0.88,1,-0.244849,-0.010473,-0.969505,-0.377918,-0.021328,-0.925593,-0.318,-0.017,233.2,235.7,2002.8,-0.008,0.443,0.021,NA,523.6,NA,NA,NA,NA
15695,0,523.656,0.65,0,0,0,0,0,0,0,0,0,233.2,235.7,2002.8,-0.008,0.443,0.021,NA,523.7,NA,NA,NA,NA
15696,0,523.69,0.88,1,-0.325128,0.005731,-0.945653,-0.449268,0.001605,-0.893396,-0.399,0.004,214.8,205.1,1821.8,0.016,0.567,-0.043,NA,523.7,NA,NA,NA,NA
15697,0,523.723,0.82,1,-0.015809,0.107314,-0.994099,-0.180166,0.095197,-0.979019,-0.099,0.102,188.8,175.3,1631.7,0.16,0.124,0.005,NA,523.7,NA,NA,NA,NA
15698,0,523.757,0.88,1,-0.055833,0.019513,-0.998249,-0.207795,0.009888,-0.978122,-0.133,0.015,191.2,175.2,1658,0.031,0.175,0.017,NA,523.8,NA,NA,NA,NA
15699,0,523.79,0.88,1,-0.048686,-0.013769,-0.998719,-0.198493,-0.017549,-0.979945,-0.124,-0.016,192.5,172.8,1659.7,-0.008,0.159,-0.012,NA,523.8,NA,NA,NA,NA
15700,0,523.823,0.88,1,-0.098794,-0.034182,-0.994521,-0.244436,-0.037444,-0.968942,-0.173,-0.036,190.8,169.9,1662,-0.038,0.232,-0.01,NA,523.8,NA,NA,NA,NA
15701,0,523.857,0.88,1,-0.126684,-0.03404,-0.991359,-0.270291,-0.041086,-0.961902,-0.201,-0.038,184.5,164,1636.9,-0.049,0.273,0.014,NA,523.9,NA,NA,NA,NA
15702,0,523.89,0.92,1,-0.24119,-0.004259,-0.970469,-0.377501,-0.011542,-0.925937,-0.315,-0.008,181.6,159.7,1629.7,-0.015,0.442,0.014,NA,523.9,NA,NA,NA,NA
15703,0,523.923,0.98,1,-0.340185,0.01505,-0.940238,-0.467495,0.011871,-0.883916,-0.417,0.015,180.5,156.8,1633.3,0.018,0.595,-0.019,NA,523.9,NA,NA,NA,NA
15704,0,523.957,0.98,1,-0.352626,0.037293,-0.935021,-0.479645,0.035575,-0.876741,-0.431,0.04,179.8,154.7,1644.4,0.06,0.615,-0.052,NA,524,NA,NA,NA,NA
15705,0,523.99,0.98,1,-0.34596,0.04046,-0.937376,-0.473125,0.037355,-0.880203,-0.423,0.043,178.4,153.6,1658.1,0.063,0.604,-0.048,NA,524,NA,NA,NA,NA
15706,0,524.024,0.98,1,-0.336924,0.035142,-0.940876,-0.466424,0.031264,-0.884008,-0.415,0.036,177.5,152.9,1676.3,0.052,0.586,-0.038,NA,524,NA,NA,NA,NA
15707,0,524.057,0.98,1,-0.319724,0.036701,-0.9468,-0.451359,0.032675,-0.891744,-0.397,0.038,178.7,153.1,1702.9,0.058,0.559,-0.043,NA,524.1,NA,NA,NA,NA
15708,0,524.09,0.02,0,0,0,0,0,0,0,0,0,178.7,153.1,1702.9,0.058,0.559,-0.043,NA,524.1,NA,NA,NA,NA
15709,0,524.124,0.98,1,-0.339987,0.023542,-0.940135,-0.469845,0.021151,-0.882496,-0.418,0.025,175.5,149.8,1672.3,0.032,0.588,-0.033,NA,524.1,NA,NA,NA,NA
15710,0,524.157,0.02,0,0,0,0,0,0,0,0,0,176.7,150.5,1670.9,0.046,0.575,-0.044,NA,524.2,NA,NA,NA,NA
15711,0,524.19,0.02,0,0,0,0,0,0,0,0,0,177.3,151.9,1665.3,0.027,0.587,-0.044,NA,524.2,NA,NA,NA,NA
15712,0,524.224,0.48,0,0,0,0,0,0,0,0,0,161.3,140.6,1519.7,-0.053,0.686,-0.036,NA,524.2,NA,NA,NA,NA
15713,0,524.257,0.02,0,0,0,0,0,0,0,0,0,172.4,153.7,1611.4,-0.048,0.657,-0.008,NA,524.3,NA,NA,NA,NA
15714,0,524.29,0.85,1,-0.362668,0.003308,-0.931912,-0.491657,0.002586,-0.870785,-0.443,0.003,181.4,160.4,1657.5,0.007,0.62,-0.037,NA,524.3,NA,NA,NA,NA
15715,0,524.324,0.32,0,0,0,0,0,0,0,0,0,180,161,1638.6,-0.004,0.677,-0.092,NA,524.3,NA,NA,NA,NA
15716,0,524.357,0.48,0,0,0,0,0,0,0,0,0,171.9,153.3,1547,-0.083,0.695,-0.044,NA,524.4,NA,NA,NA,NA
15717,0,524.391,0.68,0,0,0,0,0,0,0,0,0,162.8,143.5,1453.4,0.051,0.659,-0.041,NA,524.4,NA,NA,NA,NA
15718,0,524.424,0.68,0,0,0,0,0,0,0,0,0,154.6,132,1376.3,0.206,0.75,-0.047,NA,524.4,NA,NA,NA,NA
15719,0,524.457,0.85,1,-0.390756,0.118218,-0.912872,-0.51833,0.084848,-0.850961,-0.476,0.115,173.4,138.9,1519.7,0.152,0.68,0.066,NA,524.5,NA,NA,NA,NA
15720,0,524.491,0.72,0,0,0,0,0,0,0,0,0,168.6,133.5,1498.8,0.108,0.715,0.084,NA,524.5,NA,NA,NA,NA
15721,0,524.524,0.75,1,-0.364598,0.144786,-0.91984,-0.502803,0.08981,-0.859723,-0.454,0.131,155.3,122,1446.9,0.178,0.638,0.121,NA,524.5,NA,NA,NA,NA
15722,0,524.557,0.85,1,-0.342879,0.203173,-0.917145,-0.479138,0.148927,-0.865013,-0.432,0.195,156.7,121.3,1436.6,0.299,0.607,0.102,NA,524.6,NA,NA,NA,NA
15723,0,524.591,0.88,1,-0.355174,0.219612,-0.908637,-0.48006,0.1707,-0.860467,-0.441,0.217,155.7,121,1416.8,0.328,0.617,0.099,NA,524.6,NA,NA,NA,NA
15724,0,524.624,0.68,0,0,0,0,0,0,0,0,0,154.3,121.9,1404.5,0.285,0.663,0.084,NA,524.6,NA,NA,NA,NA
15725,0,524.657,0.72,0,0,0,0,0,0,0,0,0,138.4,113.2,1293.1,0.275,0.752,0.089,NA,524.7,NA,NA,NA,NA
15726,0,524.691,0.72,0,0,0,0,0,0,0,0,0,132.7,111.8,1261.4,0.305,0.753,0.044,NA,524.7,NA,NA,NA,NA
15727,0,524.724,0.72,0,0,0,0,0,0,0,0,0,125.1,109.3,1219.8,0.362,0.757,-0.042,NA,524.7,NA,NA,NA,NA
15728,0,524.758,0.02,0,0,0,0,0,0,0,0,0,116.3,105.5,1146.3,0.458,0.696,-0.121,NA,524.8,NA,NA,NA,NA
15729,0,524.791,0.62,0,0,0,0,0,0,0,0,0,113.8,106.6,1134.7,0.478,0.671,-0.187,NA,524.8,NA,NA,NA,NA
15730,0,524.824,0.62,0,0,0,0,0,0,0,0,0,114.7,108.7,1157.2,0.419,0.649,-0.213,NA,524.8,NA,NA,NA,NA
15731,0,524.858,0.02,0,0,0,0,0,0,0,0,0,116.7,113.8,1178.8,0.283,0.575,-0.21,NA,524.9,NA,NA,NA,NA
15732,0,524.891,0.92,1,-0.319985,0.168235,-0.932366,-0.45525,0.171022,-0.873784,-0.405,0.186,113,110.6,1150.7,0.289,0.575,-0.237,NA,524.9,NA,NA,NA,NA
15733,0,524.924,0.62,0,0,0,0,0,0,0,0,0,112,108.9,1141.3,0.295,0.592,-0.237,NA,524.9,NA,NA,NA,NA
15734,0,524.958,0.62,0,0,0,0,0,0,0,0,0,110.3,106.3,1121.9,0.329,0.578,-0.238,NA,525,NA,NA,NA,NA
15735,0,524.991,0.68,0,0,0,0,0,0,0,0,0,110.1,104.1,1117.5,0.336,0.583,-0.209,NA,525,NA,NA,NA,NA
15736,0,525.024,0.58,0,0,0,0,0,0,0,0,0,108.9,100.4,1100,0.389,0.572,-0.2,NA,525,NA,NA,NA,NA
15737,0,525.058,0.55,0,0,0,0,0,0,0,0,0,110.3,99,1110.2,0.357,0.571,-0.133,NA,525.1,NA,NA,NA,NA
